sku_id,week_start,forecast_units,lower_80,upper_80,seasonal_naive_units
SKU00001,2026-01-05,18.319291426015507,10.134429099439746,26.974853597408618,30.0
SKU00001,2026-01-12,17.57631654245333,9.39145421587757,26.23187871384644,22.0
SKU00001,2026-01-19,18.54182435194747,10.356962025371708,27.197386523340576,24.0
SKU00001,2026-01-26,19.161943591591296,10.977081265015535,27.817505762984403,32.0
SKU00001,2026-02-02,19.20716344955661,11.02230112298085,27.862725620949718,37.0
SKU00001,2026-02-09,18.497860108385975,10.312997781810214,27.153422279779086,20.0
SKU00001,2026-02-16,18.314928645905358,10.130066319329597,26.97049081729847,23.0
SKU00001,2026-02-23,19.416300807101415,11.231438480525654,28.071862978494522,18.0
SKU00001,2026-03-02,21.044041431215277,12.859179104639516,29.699603602608384,34.0
SKU00001,2026-03-09,20.434990164078773,12.250127837503012,29.090552335471884,28.0
SKU00001,2026-03-16,20.30261521682425,12.11775289024849,28.958177388217358,26.0
SKU00001,2026-03-23,20.608196945567524,12.423334618991763,29.263759116960635,21.0
SKU00001,2026-03-30,20.31146927136733,12.126606944791568,28.967031442760437,24.0
SKU00002,2026-01-05,155.60406077684277,147.419198450267,164.2596229482359,210.0
SKU00002,2026-01-12,146.2191597817253,138.03429745514953,154.8747219531184,182.0
SKU00002,2026-01-19,144.2334820550497,136.04861972847394,152.88904422644282,163.0
SKU00002,2026-01-26,142.9033684226197,134.71850609604394,151.55893059401282,221.0
SKU00002,2026-02-02,144.72639363278665,136.54153130621089,153.38195580417977,178.0
SKU00002,2026-02-09,141.9623727303707,133.77751040379493,150.61793490176382,33.0
SKU00002,2026-02-16,142.83050589708043,134.64564357050466,151.48606806847354,49.0
SKU00002,2026-02-23,143.13564831016916,134.9507859835934,151.79121048156227,25.0
SKU00002,2026-03-02,145.8673153273272,137.68245300075142,154.5228774987203,91.0
SKU00002,2026-03-09,163.9847080307123,155.79984570413654,172.64027020210543,318.0
SKU00002,2026-03-16,171.49749750501567,163.3126351784399,180.1530596764088,271.0
SKU00002,2026-03-23,172.65193324816707,164.4670709215913,181.30749541956018,249.0
SKU00002,2026-03-30,164.33176339100908,156.1469010644333,172.9873255624022,128.0
SKU00003,2026-01-05,5.816276049593001,0.0,14.471838220986111,9.0
SKU00003,2026-01-12,5.912089365868257,0.0,14.567651537261366,7.0
SKU00003,2026-01-19,6.0333925033580815,0.0,14.68895467475119,10.0
SKU00003,2026-01-26,5.922763996900429,0.0,14.578326168293538,12.0
SKU00003,2026-02-02,5.957969062240409,0.0,14.613531233633518,12.0
SKU00003,2026-02-09,6.012599303826253,0.0,14.668161475219362,4.0
SKU00003,2026-02-16,6.0120906548861,0.0,14.667652826279209,10.0
SKU00003,2026-02-23,6.116091751249492,0.0,14.771653922642601,10.0
SKU00003,2026-03-02,6.1872705607624,0.0,14.84283273215551,9.0
SKU00003,2026-03-09,6.079988510494111,0.0,14.73555068188722,10.0
SKU00003,2026-03-16,6.13286851322064,0.0,14.78843068461375,9.0
SKU00003,2026-03-23,6.1877222390427855,0.0,14.843284410435896,5.0
SKU00003,2026-03-30,6.305355910170572,0.0,14.960918081563682,0.0
SKU00004,2026-01-05,11.276468911489683,3.0916065849139223,19.932031082882794,19.0
SKU00004,2026-01-12,10.492797574494778,2.3079352479190174,19.148359745887888,8.0
SKU00004,2026-01-19,11.387819375043032,3.2029570484672707,20.04338154643614,22.0
SKU00004,2026-01-26,11.075693312577869,2.8908309860021077,19.731255483970976,9.0
SKU00004,2026-02-02,11.758620999115024,3.573758672539263,20.41418317050813,17.0
SKU00004,2026-02-09,11.325247061503795,3.140384734928034,19.980809232896902,14.0
SKU00004,2026-02-16,11.46187744910943,3.277015122533669,20.117439620502537,12.0
SKU00004,2026-02-23,12.406213640293855,4.221351313718094,21.061775811686964,15.0
SKU00004,2026-03-02,13.369651342790593,5.1847890162148325,22.025213514183704,9.0
SKU00004,2026-03-09,14.075786595020162,5.890924268444401,22.73134876641327,43.0
SKU00004,2026-03-16,12.619456572753359,4.434594246177598,21.275018744146468,19.0
SKU00004,2026-03-23,12.54929316801882,4.36443084144306,21.204855339411928,15.0
SKU00004,2026-03-30,12.553076651226911,4.3682143246511504,21.20863882262002,8.0
SKU00005,2026-01-05,9.534588805675039,1.349726479099278,18.19015097706815,13.0
SKU00005,2026-01-12,9.648345024296223,1.4634826977204618,18.303907195689334,18.0
SKU00005,2026-01-19,9.905246098709897,1.7203837721341362,18.560808270103006,24.0
SKU00005,2026-01-26,9.039039197679331,0.8541768711035704,17.69460136907244,20.0
SKU00005,2026-02-02,9.148896016097964,0.9640336895222035,17.804458187491072,15.0
SKU00005,2026-02-09,8.670834963426003,0.48597263685024217,17.32639713481911,7.0
SKU00005,2026-02-16,9.15543761633243,0.9705752897566686,17.81099978772554,15.0
SKU00005,2026-02-23,9.414694142431639,1.2298318158558779,18.07025631382475,18.0
SKU00005,2026-03-02,9.943779790388895,1.758917463813134,18.599341961782002,18.0
SKU00005,2026-03-09,9.648389537071871,1.4635272104961103,18.30395170846498,25.0
SKU00005,2026-03-16,8.79784406826517,0.6129817416894099,17.45340623965828,7.0
SKU00005,2026-03-23,9.240019916441355,1.055157589865594,17.895582087834462,11.0
SKU00005,2026-03-30,9.180678978971093,0.995816652395332,17.836241150364202,3.0
SKU00006,2026-01-05,10.622352758177021,2.43749043160126,19.27791492957013,12.0
SKU00006,2026-01-12,11.13756444427788,2.9527021177021187,19.79312661567099,24.0
SKU00006,2026-01-19,10.241111060478387,2.056248733902626,18.896673231871496,15.0
SKU00006,2026-01-26,10.322032523823157,2.1371701972473964,18.97759469521627,12.0
SKU00006,2026-02-02,10.919718249245594,2.7348559226698335,19.575280420638705,23.0
SKU00006,2026-02-09,10.474929710362598,2.2900673837868375,19.13049188175571,17.0
SKU00006,2026-02-16,9.927645449987072,1.7427831234113107,18.583207621380183,18.0
SKU00006,2026-02-23,10.063806507593355,1.8789441810175944,18.719368678986463,16.0
SKU00006,2026-03-02,10.923252037783564,2.7383897112078035,19.578814209176674,7.0
SKU00006,2026-03-09,11.086165163087273,2.901302836511512,19.74172733448038,10.0
SKU00006,2026-03-16,11.833420658003389,3.648558331427628,20.488982829396498,36.0
SKU00006,2026-03-23,11.503772834079466,3.3189105075037055,20.159335005472578,15.0
SKU00006,2026-03-30,11.278569131774661,3.0937068051989005,19.93413130316777,4.0
SKU00007,2026-01-05,18.90435218664753,10.719489860071768,27.559914358040636,25.0
SKU00007,2026-01-12,18.76482305058634,10.57996072401058,27.42038522197945,17.0
SKU00007,2026-01-19,19.06224291626584,10.87738058969008,27.717805087658952,25.0
SKU00007,2026-01-26,19.737697703544065,11.552835376968304,28.393259874937172,23.0
SKU00007,2026-02-02,20.64828743998777,12.463425113412008,29.303849611380876,37.0
SKU00007,2026-02-09,19.983635884274843,11.798773557699082,28.639198055667954,21.0
SKU00007,2026-02-16,19.649189082673058,11.464326756097297,28.30475125406617,34.0
SKU00007,2026-02-23,20.116963929380066,11.932101602804305,28.772526100773177,25.0
SKU00007,2026-03-02,21.1472295806446,12.962367254068837,29.802791752037706,28.0
SKU00007,2026-03-09,21.65261243987939,13.46775011330363,30.3081746112725,25.0
SKU00007,2026-03-16,22.171033380289636,13.986171053713875,30.826595551682743,41.0
SKU00007,2026-03-23,20.846604630977723,12.661742304401962,29.50216680237083,39.0
SKU00007,2026-03-30,19.418128442812613,11.233266116236852,28.073690614205724,9.0
SKU00008,2026-01-05,6.792852614997451,0.0,15.448414786390561,18.0
SKU00008,2026-01-12,6.381774271470909,0.0,15.037336442864017,13.0
SKU00008,2026-01-19,6.586108708168826,0.0,15.241670879561935,5.0
SKU00008,2026-01-26,6.693040384793538,0.0,15.348602556186648,0.0
SKU00008,2026-02-02,6.945072052276179,0.0,15.600634223669289,5.0
SKU00008,2026-02-09,7.205062624291685,0.0,15.860624795684794,12.0
SKU00008,2026-02-16,7.183689986936472,0.0,15.839252158329582,7.0
SKU00008,2026-02-23,7.605668926736414,0.0,16.261231098129524,20.0
SKU00008,2026-03-02,7.396241213280234,0.0,16.05180338467334,10.0
SKU00008,2026-03-09,7.336789163309649,0.0,15.992351334702757,1.0
SKU00008,2026-03-16,8.362894195659006,0.1780318690832452,17.018456367052117,24.0
SKU00008,2026-03-23,7.283419137416556,0.0,15.938981308809666,11.0
SKU00008,2026-03-30,7.280946616770042,0.0,15.936508788163152,5.0
SKU00009,2026-01-05,6.05103850532415,0.0,14.706600676717258,4.0
SKU00009,2026-01-12,6.056758140280407,0.0,14.712320311673516,2.0
SKU00009,2026-01-19,6.304103608681158,0.0,14.959665780074268,9.0
SKU00009,2026-01-26,6.1979756708646105,0.0,14.853537842257719,6.0
SKU00009,2026-02-02,6.271642411880294,0.0,14.927204583273404,10.0
SKU00009,2026-02-09,6.452574418869588,0.0,15.108136590262697,6.0
SKU00009,2026-02-16,6.584176422605022,0.0,15.239738593998132,6.0
SKU00009,2026-02-23,6.678879325009997,0.0,15.334441496403105,10.0
SKU00009,2026-03-02,7.016561855453432,0.0,15.672124026846541,15.0
SKU00009,2026-03-09,6.638991767322161,0.0,15.294553938715271,6.0
SKU00009,2026-03-16,6.907855947392097,0.0,15.563418118785206,10.0
SKU00009,2026-03-23,7.187417411853052,0.0,15.842979583246162,22.0
SKU00009,2026-03-30,6.547929851314784,0.0,15.203492022707893,5.0
SKU00010,2026-01-05,7.045577902549731,0.0,15.70114007394284,9.0
SKU00010,2026-01-12,6.809145892869655,0.0,15.464708064262764,9.0
SKU00010,2026-01-19,6.807635669174698,0.0,15.463197840567808,12.0
SKU00010,2026-01-26,6.882589330060708,0.0,15.538151501453818,15.0
SKU00010,2026-02-02,6.897052823196669,0.0,15.552614994589778,14.0
SKU00010,2026-02-09,6.643851852586627,0.0,15.299414023979736,5.0
SKU00010,2026-02-16,6.697577881364441,0.0,15.35314005275755,3.0
SKU00010,2026-02-23,7.00478437402941,0.0,15.66034654542252,4.0
SKU00010,2026-03-02,7.707147175683976,0.0,16.362709347077086,7.0
SKU00010,2026-03-09,8.000094312037813,0.0,16.655656483430924,20.0
SKU00010,2026-03-16,7.50172492553167,0.0,16.15728709692478,15.0
SKU00010,2026-03-23,7.273374397325331,0.0,15.928936568718441,13.0
SKU00010,2026-03-30,7.2185730493143705,0.0,15.87413522070748,2.0
SKU00011,2026-01-05,6.670084380586369,0.0,15.325646551979478,15.0
SKU00011,2026-01-12,6.547163372073861,0.0,15.20272554346697,5.0
SKU00011,2026-01-19,6.733319923759896,0.0,15.388882095153004,15.0
SKU00011,2026-01-26,6.489684166488206,0.0,15.145246337881314,12.0
SKU00011,2026-02-02,6.345908923532136,0.0,15.001471094925245,3.0
SKU00011,2026-02-09,6.711624695926921,0.0,15.36718686732003,4.0
SKU00011,2026-02-16,6.71321551685366,0.0,15.36877768824677,10.0
SKU00011,2026-02-23,6.919879550075485,0.0,15.575441721468593,7.0
SKU00011,2026-03-02,7.454628237050872,0.0,16.11019040844398,19.0
SKU00011,2026-03-09,6.807718978725804,0.0,15.463281150118913,2.0
SKU00011,2026-03-16,7.385987926136655,0.0,16.041550097529765,18.0
SKU00011,2026-03-23,7.041196504714963,0.0,15.696758676108072,6.0
SKU00011,2026-03-30,7.226200118294054,0.0,15.881762289687163,5.0
SKU00012,2026-01-05,5.8692741619112825,0.0,14.524836333304393,3.0
SKU00012,2026-01-12,5.921621055518034,0.0,14.577183226911142,12.0
SKU00012,2026-01-19,5.923970364205235,0.0,14.579532535598343,6.0
SKU00012,2026-01-26,5.934341253785648,0.0,14.589903425178758,5.0
SKU00012,2026-02-02,6.252625615398336,0.0,14.908187786791444,15.0
SKU00012,2026-02-09,5.9355838258489255,0.0,14.591145997242034,2.0
SKU00012,2026-02-16,6.319822789633129,0.0,14.975384961026238,16.0
SKU00012,2026-02-23,6.0587393263553135,0.0,14.714301497748423,10.0
SKU00012,2026-03-02,6.039947333799162,0.0,14.695509505192272,7.0
SKU00012,2026-03-09,6.116348995487195,0.0,14.771911166880304,7.0
SKU00012,2026-03-16,6.299989532354518,0.0,14.955551703747627,8.0
SKU00012,2026-03-23,6.480977952131491,0.0,15.1365401235246,10.0
SKU00012,2026-03-30,6.369152550447886,0.0,15.024714721840995,11.0
SKU00013,2026-01-05,13.846895633207303,5.6620333066315425,22.50245780460041,16.0
SKU00013,2026-01-12,14.303454908267371,6.11859258169161,22.95901707966048,14.0
SKU00013,2026-01-19,14.435356464360177,6.2504941377844165,23.090918635753287,23.0
SKU00013,2026-01-26,15.107415576970256,6.922553250394495,23.762977748363365,23.0
SKU00013,2026-02-02,14.643079821912117,6.458217495336356,23.298641993305225,23.0
SKU00013,2026-02-09,14.759961159035388,6.575098832459627,23.4155233304285,29.0
SKU00013,2026-02-16,13.883466151442038,5.698603824866277,22.539028322835147,25.0
SKU00013,2026-02-23,14.372637946407881,6.18777561983212,23.028200117800992,19.0
SKU00013,2026-03-02,15.800262592001886,7.615400265426125,24.455824763394993,26.0
SKU00013,2026-03-09,14.928887362077885,6.7440250355021245,23.584449533470995,10.0
SKU00013,2026-03-16,15.934926708803614,7.750064382227853,24.590488880196723,24.0
SKU00013,2026-03-23,16.24466452171006,8.0598021951343,24.90022669310317,26.0
SKU00013,2026-03-30,15.590171112587575,7.405308786011814,24.245733283980684,9.0
SKU00014,2026-01-05,5.543924398077711,0.0,14.199486569470821,3.0
SKU00014,2026-01-12,5.480490183644706,0.0,14.136052355037815,3.0
SKU00014,2026-01-19,5.991740080675352,0.0,14.64730225206846,10.0
SKU00014,2026-01-26,6.113236991979137,0.0,14.768799163372247,2.0
SKU00014,2026-02-02,6.168794619868747,0.0,14.824356791261856,7.0
SKU00014,2026-02-09,6.277701888107135,0.0,14.933264059500244,3.0
SKU00014,2026-02-16,6.343642268253746,0.0,14.999204439646856,11.0
SKU00014,2026-02-23,6.41064242795791,0.0,15.06620459935102,6.0
SKU00014,2026-03-02,6.538246050699756,0.0,15.193808222092866,9.0
SKU00014,2026-03-09,6.56247475818825,0.0,15.21803692958136,0.0
SKU00014,2026-03-16,7.11026359275551,0.0,15.76582576414862,18.0
SKU00014,2026-03-23,6.820024693213744,0.0,15.475586864606854,12.0
SKU00014,2026-03-30,6.78412890626098,0.0,15.43969107765409,3.0
SKU00015,2026-01-05,14.01571396735561,5.83085164077985,22.67127613874872,17.0
SKU00015,2026-01-12,13.62204385844471,5.43718153186895,22.27760602983782,16.0
SKU00015,2026-01-19,14.207564824755062,6.022702498179301,22.86312699614817,22.0
SKU00015,2026-01-26,14.561534152430973,6.376671825855212,23.21709632382408,24.0
SKU00015,2026-02-02,14.359245765233018,6.174383438657257,23.014807936626127,21.0
SKU00015,2026-02-09,13.986191861380059,5.801329534804298,22.641754032773168,23.0
SKU00015,2026-02-16,13.84947529700869,5.664612970432929,22.5050374684018,17.0
SKU00015,2026-02-23,14.1805555010037,5.99569317442794,22.83611767239681,23.0
SKU00015,2026-03-02,15.310686666772785,7.125824340197024,23.966248838165896,18.0
SKU00015,2026-03-09,15.27284323001716,7.0879809034414,23.92840540141027,33.0
SKU00015,2026-03-16,14.00997010231439,5.82510777573863,22.6655322737075,9.0
SKU00015,2026-03-23,15.062792330146625,6.877930003570864,23.718354501539736,19.0
SKU00015,2026-03-30,14.709864949873975,6.525002623298214,23.365427121267082,11.0
SKU00016,2026-01-05,36.973907719753136,28.789045393177375,45.62946989114624,38.0
SKU00016,2026-01-12,35.57303127094059,27.38816894436483,44.2285934423337,57.0
SKU00016,2026-01-19,36.606689742025424,28.421827415449663,45.26225191341853,27.0
SKU00016,2026-01-26,37.07314503885006,28.888282712274297,45.728707210243165,53.0
SKU00016,2026-02-02,38.215801981596464,30.030939655020703,46.87136415298957,70.0
SKU00016,2026-02-09,36.48349715465033,28.29863482807457,45.13905932604344,61.0
SKU00016,2026-02-16,35.511086851360034,27.326224524784273,44.16664902275314,53.0
